epoch,accuracy,loss,val_accuracy,val_loss
0,0.5395365953445435,0.713037371635437,0.645588219165802,0.6690759658813477
1,0.5737403631210327,0.6782786846160889,0.518750011920929,0.6900454759597778
2,0.6013240218162537,0.6595892310142517,0.6852940917015076,0.6129146814346313
3,0.6741449236869812,0.6189681887626648,0.6867647171020508,0.6072158217430115
